Transaction ID,Transaction Date,Settlement Date,Merchant,Transaction Type,Currency,Transaction Amount,Transaction Status,Reference Number,Source/System,Customer Reference
TXN100049,2026-07-23,2026-07-25,Digital Store,Purchase,USD,546.8,Completed,REF200049,Internal Transaction System,CUST5348
TXN100050,2026-07-04,2026-07-06,Digital Store,Purchase,INR,402.73,Completed,REF200050,Internal Transaction System,CUST7156
TXN100051,2026-07-19,2026-07-20,Retailer A,Purchase,INR,5892.49,Completed,REF200051,Internal Transaction System,CUST2124
TXN100052,2026-07-04,2026-07-05,Retailer A,Refund,INR,1144.34,Completed,REF200052,Internal Transaction System,CUST6704
TXN100053,2026-07-15,2026-07-16,Utility Co,Purchase,INR,2708.74,Completed,REF200053,Internal Transaction System,CUST4782
TXN100054,2026-07-09,2026-07-10,Retailer B,Purchase,INR,348.54,Completed,REF200054,Internal Transaction System,CUST2830
TXN100055,2026-07-07,2026-07-08,Retailer A,Purchase,INR,726.54,Completed,REF200055,Internal Transaction System,CUST1636
TXN100056,2026-07-03,2026-07-04,Retailer A,Purchase,INR,4815.7,Completed,REF200056,Internal Transaction System,CUST4642
TXN100057,2026-07-18,2026-07-21,Food Services,Purchase,USD,594.94,Completed,REF200057,Internal Transaction System,CUST5653
TXN100058,2026-07-16,2026-07-17,Utility Co,Purchase,INR,552.22,Completed,REF200058,Internal Transaction System,CUST2295
TXN100059,2026-07-06,2026-07-07,Utility Co,Reversal,USD,616.97,Completed,REF200059,Internal Transaction System,CUST9460
TXN100060,2026-07-25,2026-07-26,Utility Co,Purchase,INR,566.38,Completed,REF200060,Internal Transaction System,CUST7344
TXN100061,2026-07-16,2026-07-19,Utility Co,Purchase,INR,464.22,Completed,REF200061,Internal Transaction System,CUST8493
TXN100062,2026-07-09,2026-07-10,Utility Co,Purchase,INR,4411.84,Completed,REF200062,Internal Transaction System,CUST7540
TXN100063,2026-07-05,2026-07-06,Travel Co,Purchase,INR,726.09,Completed,REF200063,Internal Transaction System,CUST8472
TXN100064,2026-07-18,2026-07-19,Travel Co,Purchase,INR,506.52,Completed,REF200064,Internal Transaction System,CUST8745
TXN100065,2026-07-25,2026-07-26,Travel Co,Purchase,INR,2431.77,Pending,REF200065,Internal Transaction System,CUST7867
TXN100066,2026-07-01,2026-07-02,Retailer A,Purchase,INR,1216.84,Pending,REF200066,Internal Transaction System,CUST6529
TXN100067,2026-07-22,2026-07-23,Retailer A,Purchase,USD,5989.66,Pending,REF200067,Internal Transaction System,CUST9320
TXN100068,2026-07-11,2026-07-12,Retailer A,Purchase,EUR,851.23,Completed,REF200068,Internal Transaction System,CUST3649
TXN100069,2026-07-08,2026-07-09,Retailer B,Refund,INR,505.72,Completed,REF200069,Internal Transaction System,CUST7069
TXN100070,2026-07-23,2026-07-24,Utility Co,Purchase,USD,2660.88,Completed,REF200070,Internal Transaction System,CUST8616
TXN100071,2026-07-26,2026-07-27,Digital Store,Purchase,USD,2022.57,Completed,REF200071,Internal Transaction System,CUST2396
TXN100072,2026-07-11,2026-07-12,Digital Store,Purchase,INR,406.68,Completed,REF200072,Internal Transaction System,CUST5459
TXN100073,2026-07-09,2026-07-12,Travel Co,Purchase,INR,1598.01,Completed,REF200073,Internal Transaction System,CUST8113
TXN100074,2026-07-08,2026-07-10,Retailer A,Purchase,EUR,807.51,Completed,REF200074,Internal Transaction System,CUST1141
TXN100075,2026-07-22,2026-07-23,Travel Co,Purchase,INR,2616.96,Completed,REF200075,Internal Transaction System,CUST8031
TXN100076,2026-07-26,2026-07-28,Retailer B,Purchase,INR,1497.64,Completed,REF200076,Internal Transaction System,CUST6649
TXN100077,2026-07-18,2026-07-21,Digital Store,Purchase,INR,894.65,Completed,REF200077,Internal Transaction System,CUST1154
TXN100078,2026-07-25,2026-07-26,Digital Store,Purchase,INR,482.8,Reversed,REF200078,Internal Transaction System,CUST2516
TXN100079,2026-07-14,2026-07-15,Digital Store,Refund,INR,2834.6,Completed,REF200079,Internal Transaction System,CUST7950
TXN100080,2026-07-26,2026-07-28,Travel Co,Purchase,INR,937.0,Pending,REF200080,Internal Transaction System,CUST1952
TXN100081,2026-07-22,2026-07-24,Retailer A,Reversal,INR,2615.75,Completed,REF200081,Internal Transaction System,CUST5207
TXN100082,2026-07-03,2026-07-04,Digital Store,Purchase,INR,723.59,Completed,REF200082,Internal Transaction System,CUST1590
TXN100083,2026-07-27,2026-07-30,Food Services,Purchase,EUR,1721.61,Completed,REF200083,Internal Transaction System,CUST8258
TXN100084,2026-07-30,2026-07-31,Digital Store,Purchase,INR,1096.8,Completed,REF200084,Internal Transaction System,CUST8387
TXN100085,2026-07-23,2026-07-24,Digital Store,Purchase,INR,572.75,Completed,REF200085,Internal Transaction System,CUST1385
TXN100086,2026-07-08,2026-07-09,Retailer B,Purchase,INR,1290.05,Completed,REF200086,Internal Transaction System,CUST1095
TXN100087,2026-07-28,2026-07-29,Retailer B,Purchase,INR,1183.63,Completed,REF200087,Internal Transaction System,CUST9168
TXN100088,2026-07-13,2026-07-15,Travel Co,Purchase,INR,462.83,Completed,REF200088,Internal Transaction System,CUST4247
TXN100089,2026-07-31,2026-08-02,Travel Co,Purchase,INR,799.25,Completed,REF200089,Internal Transaction System,CUST5125
TXN100090,2026-07-17,2026-07-18,Food Services,Refund,INR,1164.65,Completed,REF200090,Internal Transaction System,CUST2592
TXN100091,2026-07-07,2026-07-08,Food Services,Purchase,INR,2519.08,Completed,REF200091,Internal Transaction System,CUST3873
TXN100092,2026-07-12,2026-07-15,Retailer A,Purchase,EUR,424.07,Completed,REF200092,Internal Transaction System,CUST5428
TXN100093,2026-07-10,2026-07-11,Food Services,Purchase,INR,2817.02,Completed,REF200093,Internal Transaction System,CUST2155
TXN100094,2026-07-17,2026-07-18,Retailer A,Purchase,USD,760.82,Completed,REF200094,Internal Transaction System,CUST3022
TXN100095,2026-07-24,2026-07-25,Utility Co,Purchase,INR,1235.21,Completed,REF200095,Internal Transaction System,CUST4350
TXN100096,2026-07-02,2026-07-03,Retailer B,Purchase,GBP,735.81,Completed,REF200096,Internal Transaction System,CUST6002
TXN100097,2026-07-11,2026-07-13,Digital Store,Purchase,INR,962.72,Completed,REF200097,Internal Transaction System,CUST9774
TXN100098,2026-07-19,2026-07-20,Retailer A,Purchase,INR,735.1,Completed,REF200098,Internal Transaction System,CUST6190
TXN100099,2026-07-25,2026-07-28,Travel Co,Purchase,INR,791.98,Completed,REF200099,Internal Transaction System,CUST9534
TXN100100,2026-07-27,2026-07-28,Utility Co,Purchase,INR,709.3,Completed,REF200100,Internal Transaction System,CUST5907
TXN100101,2026-07-16,2026-07-17,Travel Co,Reversal,INR,585.1,Pending,REF200101,Internal Transaction System,CUST7910
TXN100102,2026-07-14,2026-07-16,Travel Co,Refund,INR,1283.81,Reversed,REF200102,Internal Transaction System,CUST9793
TXN100103,2026-07-07,2026-07-08,Travel Co,Purchase,INR,1521.99,Completed,REF200103,Internal Transaction System,CUST8981
TXN100104,2026-07-22,2026-07-24,Utility Co,Purchase,USD,1441.61,Completed,REF200104,Internal Transaction System,CUST9712
TXN100105,2026-07-27,2026-07-28,Retailer B,Purchase,INR,536.43,Completed,REF200105,Internal Transaction System,CUST8098
TXN100106,2026-07-10,2026-07-13,Retailer A,Purchase,INR,379.96,Pending,REF200106,Internal Transaction System,CUST6920
TXN100107,2026-07-02,2026-07-05,Retailer A,Purchase,INR,847.96,Completed,REF200107,Internal Transaction System,CUST8503
TXN100108,2026-07-19,2026-07-21,Food Services,Purchase,INR,833.25,Completed,REF200108,Internal Transaction System,CUST3077
TXN100109,2026-07-27,2026-07-30,Travel Co,Purchase,INR,262.67,Completed,REF200109,Internal Transaction System,CUST7055
TXN100110,2026-07-21,2026-07-22,Utility Co,Purchase,INR,1401.02,Completed,REF200110,Internal Transaction System,CUST9700
TXN100111,2026-07-01,2026-07-02,Retailer A,Purchase,INR,462.53,Completed,REF200111,Internal Transaction System,CUST5377
TXN100112,2026-07-28,2026-07-29,Food Services,Purchase,INR,789.18,Completed,REF200112,Internal Transaction System,CUST9162
TXN100113,2026-07-14,2026-07-16,Travel Co,Purchase,INR,1203.34,Completed,REF200113,Internal Transaction System,CUST1876
TXN100114,2026-07-20,2026-07-22,Retailer B,Purchase,EUR,3492.27,Completed,REF200114,Internal Transaction System,CUST2568
TXN100115,2026-07-15,2026-07-17,Food Services,Purchase,INR,2724.02,Completed,REF200115,Internal Transaction System,CUST3644
TXN100116,2026-07-28,2026-07-29,Retailer A,Purchase,INR,2960.67,Completed,REF200116,Internal Transaction System,CUST4342
TXN100117,2026-07-23,2026-07-25,Retailer B,Purchase,USD,1166.49,Pending,REF200117,Internal Transaction System,CUST6224
TXN100118,2026-07-15,2026-07-16,Food Services,Purchase,INR,367.05,Completed,REF200118,Internal Transaction System,CUST5581
TXN100119,2026-07-26,2026-07-27,Digital Store,Purchase,INR,1336.76,Pending,REF200119,Internal Transaction System,CUST7164
TXN100120,2026-07-30,2026-08-01,Retailer B,Refund,USD,2758.46,Pending,REF200120,Internal Transaction System,CUST2722
TXN100121,2026-07-19,2026-07-21,Retailer A,Purchase,USD,1257.66,Completed,REF200121,Internal Transaction System,CUST3153
TXN100122,2026-07-21,2026-07-23,Travel Co,Purchase,GBP,556.16,Completed,REF200122,Internal Transaction System,CUST8567
TXN100123,2026-07-11,2026-07-12,Travel Co,Purchase,INR,1728.57,Completed,REF200123,Internal Transaction System,CUST5374
TXN100124,2026-07-22,2026-07-23,Travel Co,Refund,INR,3760.41,Completed,REF200124,Internal Transaction System,CUST2793
TXN100125,2026-07-25,2026-07-26,Digital Store,Purchase,INR,3462.9,Pending,REF200125,Internal Transaction System,CUST6985
TXN100126,2026-07-17,2026-07-18,Travel Co,Purchase,INR,1868.87,Completed,REF200126,Internal Transaction System,CUST7802
TXN100127,2026-07-13,2026-07-15,Digital Store,Purchase,INR,540.77,Completed,REF200127,Internal Transaction System,CUST3879
TXN100128,2026-07-11,2026-07-13,Digital Store,Purchase,EUR,803.69,Completed,REF200128,Internal Transaction System,CUST8284
TXN100129,2026-07-06,2026-07-07,Utility Co,Purchase,INR,1258.42,Completed,REF200129,Internal Transaction System,CUST1747
TXN100130,2026-07-11,2026-07-14,Travel Co,Purchase,INR,810.72,Completed,REF200130,Internal Transaction System,CUST1086
TXN100131,2026-07-12,2026-07-13,Food Services,Purchase,INR,2332.31,Reversed,REF200131,Internal Transaction System,CUST7716
TXN100132,2026-07-11,2026-07-14,Food Services,Purchase,INR,1237.16,Completed,REF200132,Internal Transaction System,CUST4088
TXN100133,2026-07-01,2026-07-03,Utility Co,Purchase,INR,783.75,Completed,REF200133,Internal Transaction System,CUST7835
TXN100134,2026-07-26,2026-07-27,Retailer B,Purchase,INR,1806.92,Completed,REF200134,Internal Transaction System,CUST5945
TXN100135,2026-07-13,2026-07-15,Retailer A,Purchase,INR,249.73,Completed,REF200135,Internal Transaction System,CUST5421
TXN100136,2026-07-16,2026-07-17,Food Services,Purchase,INR,1644.36,Completed,REF200136,Internal Transaction System,CUST6392
TXN100137,2026-07-15,2026-07-16,Retailer A,Refund,INR,720.07,Completed,REF200137,Internal Transaction System,CUST3069
TXN100138,2026-07-30,2026-07-31,Travel Co,Reversal,INR,1837.53,Completed,REF200138,Internal Transaction System,CUST3712
TXN100139,2026-07-15,2026-07-16,Food Services,Purchase,EUR,1844.54,Completed,REF200139,Internal Transaction System,CUST5621
TXN100140,2026-07-17,2026-07-18,Digital Store,Purchase,EUR,617.2,Completed,REF200140,Internal Transaction System,CUST3817
TXN100141,2026-07-02,2026-07-03,Digital Store,Purchase,USD,639.75,Completed,REF200141,Internal Transaction System,CUST3299
TXN100142,2026-07-03,2026-07-04,Utility Co,Purchase,INR,759.68,Completed,REF200142,Internal Transaction System,CUST2461
TXN100143,2026-07-05,2026-07-06,Retailer A,Purchase,INR,559.97,Completed,REF200143,Internal Transaction System,CUST7992
TXN100144,2026-07-03,2026-07-04,Digital Store,Purchase,INR,3395.61,Completed,REF200144,Internal Transaction System,CUST7709
TXN100145,2026-07-12,2026-07-13,Food Services,Purchase,INR,4444.24,Completed,REF200145,Internal Transaction System,CUST5585
TXN100146,2026-07-02,2026-07-05,Travel Co,Refund,INR,1517.25,Completed,REF200146,Internal Transaction System,CUST2274
TXN100147,2026-07-17,2026-07-19,Travel Co,Purchase,USD,507.29,Completed,REF200147,Internal Transaction System,CUST8909
TXN100148,2026-07-04,2026-07-05,Retailer A,Purchase,INR,174.82,Completed,REF200148,Internal Transaction System,CUST7816
TXN100149,2026-07-19,2026-07-22,Retailer A,Purchase,INR,475.2,Completed,REF200149,Internal Transaction System,CUST4798
TXN100150,2026-07-27,2026-07-30,Retailer B,Purchase,INR,887.41,Completed,REF200150,Internal Transaction System,CUST4063
TXN100151,2026-07-13,2026-07-14,Travel Co,Purchase,INR,2455.05,Completed,REF200151,Internal Transaction System,CUST5421
TXN100152,2026-07-02,2026-07-03,Retailer A,Refund,USD,773.2,Completed,REF200152,Internal Transaction System,CUST1875
TXN100153,2026-07-08,2026-07-10,Travel Co,Purchase,EUR,1820.97,Completed,REF200153,Internal Transaction System,CUST6767
TXN100154,2026-07-26,2026-07-27,Food Services,Refund,INR,1057.42,Reversed,REF200154,Internal Transaction System,CUST7234
TXN100155,2026-07-07,2026-07-09,Digital Store,Purchase,INR,462.46,Completed,REF200155,Internal Transaction System,CUST3245
TXN100156,2026-07-04,2026-07-05,Food Services,Purchase,INR,136.21,Reversed,REF200156,Internal Transaction System,CUST7682
TXN100157,2026-07-21,2026-07-24,Retailer B,Purchase,INR,910.95,Completed,REF200157,Internal Transaction System,CUST1881
TXN100158,2026-07-19,2026-07-20,Utility Co,Purchase,GBP,5058.72,Completed,REF200158,Internal Transaction System,CUST5982
TXN100159,2026-07-10,2026-07-11,Utility Co,Purchase,INR,1134.38,Completed,REF200159,Internal Transaction System,CUST6210
TXN100160,2026-07-15,2026-07-16,Digital Store,Purchase,INR,2051.31,Completed,REF200160,Internal Transaction System,CUST9167
TXN100161,2026-07-05,2026-07-06,Travel Co,Purchase,INR,752.12,Completed,REF200161,Internal Transaction System,CUST3646
TXN100162,2026-07-16,2026-07-18,Retailer B,Purchase,USD,2024.32,Completed,REF200162,Internal Transaction System,CUST5167
TXN100163,2026-07-16,2026-07-17,Retailer A,Reversal,INR,5491.04,Completed,REF200163,Internal Transaction System,CUST8432
TXN100164,2026-07-07,2026-07-08,Utility Co,Purchase,EUR,282.34,Completed,REF200164,Internal Transaction System,CUST2758
TXN100165,2026-07-29,2026-07-31,Retailer B,Purchase,USD,296.7,Completed,REF200165,Internal Transaction System,CUST3498
TXN100166,2026-07-11,2026-07-12,Food Services,Purchase,GBP,1056.79,Completed,REF200166,Internal Transaction System,CUST6667
TXN100167,2026-07-17,2026-07-19,Retailer A,Purchase,INR,274.24,Completed,REF200167,Internal Transaction System,CUST4073
TXN100168,2026-07-28,2026-07-30,Digital Store,Purchase,INR,2154.36,Completed,REF200168,Internal Transaction System,CUST7729
TXN100169,2026-07-12,2026-07-14,Food Services,Purchase,INR,1618.48,Completed,REF200169,Internal Transaction System,CUST5446
TXN100170,2026-07-23,2026-07-24,Travel Co,Purchase,INR,493.41,Completed,REF200170,Internal Transaction System,CUST5887
TXN100171,2026-07-16,2026-07-17,Digital Store,Purchase,INR,1585.69,Completed,REF200171,Internal Transaction System,CUST6607
TXN100172,2026-07-15,2026-07-17,Retailer A,Refund,INR,1001.2,Completed,REF200172,Internal Transaction System,CUST9493
TXN100173,2026-07-30,2026-07-31,Retailer B,Purchase,EUR,3641.2,Reversed,REF200173,Internal Transaction System,CUST4437
TXN100174,2026-07-22,2026-07-24,Travel Co,Purchase,USD,2938.06,Pending,REF200174,Internal Transaction System,CUST9015
TXN100175,2026-07-26,2026-07-28,Travel Co,Refund,INR,541.87,Completed,REF200175,Internal Transaction System,CUST2481
TXN100176,2026-07-20,2026-07-21,Food Services,Purchase,INR,1086.69,Completed,REF200176,Internal Transaction System,CUST2057
TXN100177,2026-07-16,2026-07-17,Retailer A,Purchase,INR,695.08,Completed,REF200177,Internal Transaction System,CUST5886
TXN100178,2026-07-07,2026-07-09,Retailer A,Purchase,INR,1844.3,Completed,REF200178,Internal Transaction System,CUST3699
TXN100179,2026-07-06,2026-07-07,Travel Co,Purchase,USD,14787.92,Completed,REF200179,Internal Transaction System,CUST9524
TXN100180,2026-07-24,2026-07-25,Retailer A,Purchase,INR,2151.55,Completed,REF200180,Internal Transaction System,CUST4422
TXN100181,2026-07-30,2026-07-31,Utility Co,Purchase,INR,873.98,Completed,REF200181,Internal Transaction System,CUST4872
TXN100182,2026-07-04,2026-07-06,Retailer B,Purchase,INR,733.87,Completed,REF200182,Internal Transaction System,CUST4086
TXN100183,2026-07-02,2026-07-03,Retailer B,Purchase,INR,795.04,Completed,REF200183,Internal Transaction System,CUST4021
TXN100184,2026-07-12,2026-07-13,Food Services,Purchase,INR,2939.27,Completed,REF200184,Internal Transaction System,CUST7628
TXN100185,2026-07-03,2026-07-05,Retailer A,Refund,INR,2375.32,Completed,REF200185,Internal Transaction System,CUST2343
TXN100186,2026-07-03,2026-07-04,Travel Co,Purchase,GBP,2358.01,Pending,REF200186,Internal Transaction System,CUST9009
TXN100187,2026-07-16,2026-07-19,Travel Co,Reversal,INR,870.89,Completed,REF200187,Internal Transaction System,CUST4793
TXN100188,2026-07-10,2026-07-12,Utility Co,Reversal,INR,211.68,Reversed,REF200188,Internal Transaction System,CUST3882
TXN100189,2026-07-26,2026-07-28,Retailer A,Purchase,EUR,257.77,Completed,REF200189,Internal Transaction System,CUST6683
TXN100190,2026-07-20,2026-07-23,Travel Co,Purchase,INR,259.39,Completed,REF200190,Internal Transaction System,CUST1316
TXN100191,2026-07-08,2026-07-09,Utility Co,Purchase,USD,1424.74,Pending,REF200191,Internal Transaction System,CUST3455
TXN100192,2026-07-01,2026-07-03,Food Services,Purchase,INR,1127.17,Completed,REF200192,Internal Transaction System,CUST7754
TXN100193,2026-07-27,2026-07-28,Retailer B,Purchase,EUR,1342.4,Completed,REF200193,Internal Transaction System,CUST4404
TXN100194,2026-07-09,2026-07-12,Retailer A,Purchase,EUR,840.91,Completed,REF200194,Internal Transaction System,CUST3969
TXN100195,2026-07-28,2026-07-29,Travel Co,Purchase,GBP,1892.59,Completed,REF200195,Internal Transaction System,CUST6850
TXN100196,2026-07-09,2026-07-11,Digital Store,Purchase,INR,6070.94,Completed,REF200196,Internal Transaction System,CUST6543
TXN100197,2026-07-03,2026-07-05,Retailer A,Purchase,EUR,775.61,Completed,REF200197,Internal Transaction System,CUST7739
TXN100198,2026-07-21,2026-07-22,Food Services,Purchase,INR,1230.33,Completed,REF200198,Internal Transaction System,CUST3513
TXN100199,2026-07-30,2026-08-01,Retailer A,Purchase,INR,150.12,Completed,REF200199,Internal Transaction System,CUST4005
TXN100200,2026-07-24,2026-07-25,Utility Co,Purchase,INR,837.1,Completed,REF200200,Internal Transaction System,CUST9895
TXN100201,2026-07-16,2026-07-19,Travel Co,Purchase,INR,272.35,Completed,REF200201,Internal Transaction System,CUST2610
TXN100202,2026-07-09,2026-07-11,Food Services,Purchase,INR,1960.55,Completed,REF200202,Internal Transaction System,CUST3539
TXN100203,2026-07-06,2026-07-08,Retailer A,Purchase,INR,473.83,Completed,REF200203,Internal Transaction System,CUST5902
TXN100204,2026-07-21,2026-07-22,Retailer B,Purchase,INR,3273.38,Completed,REF200204,Internal Transaction System,CUST4310
TXN100205,2026-07-13,2026-07-15,Utility Co,Purchase,USD,485.02,Completed,REF200205,Internal Transaction System,CUST5162
TXN100206,2026-07-09,2026-07-11,Retailer A,Purchase,INR,690.38,Completed,REF200206,Internal Transaction System,CUST5885
TXN100207,2026-07-08,2026-07-09,Retailer B,Purchase,INR,906.52,Completed,REF200207,Internal Transaction System,CUST1536
TXN100208,2026-07-05,2026-07-07,Digital Store,Purchase,INR,1203.4,Pending,REF200208,Internal Transaction System,CUST7033
TXN100209,2026-07-23,2026-07-25,Retailer B,Purchase,INR,1438.89,Reversed,REF200209,Internal Transaction System,CUST6748
TXN100210,2026-07-04,2026-07-06,Utility Co,Purchase,USD,3048.02,Completed,REF200210,Internal Transaction System,CUST9668
TXN100211,2026-07-10,2026-07-11,Retailer B,Reversal,INR,897.75,Completed,REF200211,Internal Transaction System,CUST9327
TXN100212,2026-07-11,2026-07-12,Utility Co,Purchase,INR,1545.6,Pending,REF200212,Internal Transaction System,CUST8226
TXN100213,2026-07-25,2026-07-26,Travel Co,Purchase,INR,1059.19,Completed,REF200213,Internal Transaction System,CUST9920
TXN100214,2026-07-29,2026-07-31,Travel Co,Purchase,INR,1500.58,Completed,REF200214,Internal Transaction System,CUST2190
TXN100215,2026-07-10,2026-07-11,Digital Store,Reversal,GBP,503.51,Completed,REF200215,Internal Transaction System,CUST7338
TXN100216,2026-07-02,2026-07-03,Digital Store,Refund,INR,3697.35,Completed,REF200216,Internal Transaction System,CUST8825
TXN100217,2026-07-17,2026-07-19,Retailer A,Purchase,INR,655.05,Completed,REF200217,Internal Transaction System,CUST4580
TXN100218,2026-07-23,2026-07-24,Food Services,Purchase,INR,619.65,Completed,REF200218,Internal Transaction System,CUST2921
TXN100219,2026-07-17,2026-07-18,Travel Co,Purchase,USD,2737.71,Completed,REF200219,Internal Transaction System,CUST2973
TXN100220,2026-07-24,2026-07-25,Retailer B,Purchase,EUR,1652.58,Completed,REF200220,Internal Transaction System,CUST1449
TXN100221,2026-07-02,2026-07-05,Food Services,Purchase,INR,1893.23,Pending,REF200221,Internal Transaction System,CUST2642
